timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-02-19T22:19:28,codecarbon,b8475788-a3e0-4831-9008-4ea21510a7e6,7980.658453941345,0.015375331498498674,1.9265743030144813e-06,42.0,0.0,12.0,0.09309348553180695,0,0.026595225427150745,0.11968871095895775,Canada,CAN,,,,macOS-10.16-x86_64-i386-64bit,3.11.5,2.3.4,4,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,,,,,32.0,machine,N,1.0
