timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-02-19T18:46:53,codecarbon,f84c26a3-5403-488a-9185-ba3fd4f4bc93,81.7966411113739,0.00015759014725022993,1.926609028305404e-06,42.0,0.0,12.0,0.000954164103269577,0,0.0002725906880696615,0.0012267547913392383,Canada,CAN,,,,macOS-10.16-x86_64-i386-64bit,3.11.5,2.3.4,4,Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz,,,,,32.0,machine,N,1.0
